[DEBUG] 2023-02-21 04:47:29.990 [http-nio-8080-exec-2] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-02-21 04:47:30.024 [http-nio-8080-exec-2] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-02-21 04:47:30.045 [http-nio-8080-exec-2] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-02-21 04:47:30.455 [http-nio-8080-exec-2] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-02-21 04:47:30.458 [http-nio-8080-exec-2] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-02-21 04:47:31.250 [http-nio-8080-exec-2] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-02-21 04:47:32.897 [http-nio-8080-exec-2] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-02-21 04:47:32.980 [http-nio-8080-exec-2] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-02-21 04:47:32.982 [http-nio-8080-exec-2] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2023-02-21 04:47:36.585 [http-nio-8080-exec-2] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2023-02-21 04:47:36.588 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2023-02-21 04:47:36.588 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(User), mappingColumn=favorites, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.600 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(User), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.612 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(User), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.614 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(User), mappingColumn=favorites_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.615 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='favorites_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2023-02-21 04:47:36.617 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2023-02-21 04:47:36.618 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2023-02-21 04:47:36.619 [http-nio-8080-exec-2] CollectionBinder - Collection role: questie.entity.User.favorites
[DEBUG] 2023-02-21 04:47:36.624 [http-nio-8080-exec-2] PropertyBinder - Building property favorites
[DEBUG] 2023-02-21 04:47:36.625 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(User), mappingColumn=first_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.625 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property firstName with lazy=false
[DEBUG] 2023-02-21 04:47:36.625 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.User:firstName]
[DEBUG] 2023-02-21 04:47:36.626 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for firstName
[DEBUG] 2023-02-21 04:47:36.626 [http-nio-8080-exec-2] PropertyBinder - Building property firstName
[DEBUG] 2023-02-21 04:47:36.627 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(User), mappingColumn=gamertag, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.627 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property gamertag with lazy=false
[DEBUG] 2023-02-21 04:47:36.627 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.User:gamertag]
[DEBUG] 2023-02-21 04:47:36.627 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for gamertag
[DEBUG] 2023-02-21 04:47:36.641 [http-nio-8080-exec-2] PropertyBinder - Building property gamertag
[DEBUG] 2023-02-21 04:47:36.641 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(User), mappingColumn=last_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.642 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property lastName with lazy=false
[DEBUG] 2023-02-21 04:47:36.642 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.User:lastName]
[DEBUG] 2023-02-21 04:47:36.642 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for lastName
[DEBUG] 2023-02-21 04:47:36.642 [http-nio-8080-exec-2] PropertyBinder - Building property lastName
[DEBUG] 2023-02-21 04:47:36.644 [http-nio-8080-exec-2] AnnotationBinder - Binding entity from annotated class: questie.entity.Quest
[DEBUG] 2023-02-21 04:47:36.644 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2023-02-21 04:47:36.644 [http-nio-8080-exec-2] EntityBinder - Import with entity name Quest
[DEBUG] 2023-02-21 04:47:36.644 [http-nio-8080-exec-2] EntityBinder - Bind entity questie.entity.Quest on table Quest
[DEBUG] 2023-02-21 04:47:36.646 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Quest), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.647 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2023-02-21 04:47:36.647 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.Quest:id]
[DEBUG] 2023-02-21 04:47:36.647 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2023-02-21 04:47:36.647 [http-nio-8080-exec-2] PropertyBinder - Building property id
[DEBUG] 2023-02-21 04:47:36.647 [http-nio-8080-exec-2] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Quest), mappingColumn=quest_area, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property questArea with lazy=false
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.Quest:questArea]
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for questArea
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] PropertyBinder - Building property questArea
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Quest), mappingColumn=quest_level_requirement, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property questLevelRequirement with lazy=false
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.Quest:questLevelRequirement]
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for questLevelRequirement
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] PropertyBinder - Building property questLevelRequirement
[DEBUG] 2023-02-21 04:47:36.648 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Quest), mappingColumn=quest_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.649 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property questName with lazy=false
[DEBUG] 2023-02-21 04:47:36.649 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.Quest:questName]
[DEBUG] 2023-02-21 04:47:36.649 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for questName
[DEBUG] 2023-02-21 04:47:36.649 [http-nio-8080-exec-2] PropertyBinder - Building property questName
[DEBUG] 2023-02-21 04:47:36.649 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Quest), mappingColumn=quest_reward, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.649 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property questReward with lazy=false
[DEBUG] 2023-02-21 04:47:36.651 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.Quest:questReward]
[DEBUG] 2023-02-21 04:47:36.652 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for questReward
[DEBUG] 2023-02-21 04:47:36.652 [http-nio-8080-exec-2] PropertyBinder - Building property questReward
[DEBUG] 2023-02-21 04:47:36.652 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Quest), mappingColumn=quest_xp, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.652 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property questXP with lazy=false
[DEBUG] 2023-02-21 04:47:36.652 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.Quest:questXP]
[DEBUG] 2023-02-21 04:47:36.652 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for questXP
[DEBUG] 2023-02-21 04:47:36.653 [http-nio-8080-exec-2] PropertyBinder - Building property questXP
[DEBUG] 2023-02-21 04:47:36.653 [http-nio-8080-exec-2] AnnotationBinder - Binding entity from annotated class: questie.entity.Favorite
[DEBUG] 2023-02-21 04:47:36.653 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2023-02-21 04:47:36.653 [http-nio-8080-exec-2] EntityBinder - Import with entity name Favorite
[DEBUG] 2023-02-21 04:47:36.653 [http-nio-8080-exec-2] EntityBinder - Bind entity questie.entity.Favorite on table Favorite
[DEBUG] 2023-02-21 04:47:36.654 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Favorite), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.654 [http-nio-8080-exec-2] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2023-02-21 04:47:36.654 [http-nio-8080-exec-2] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [questie.entity.Favorite:id]
[DEBUG] 2023-02-21 04:47:36.654 [http-nio-8080-exec-2] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2023-02-21 04:47:36.654 [http-nio-8080-exec-2] PropertyBinder - Building property id
[DEBUG] 2023-02-21 04:47:36.655 [http-nio-8080-exec-2] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2023-02-21 04:47:36.655 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='null'}
[DEBUG] 2023-02-21 04:47:36.655 [http-nio-8080-exec-2] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Favorite), mappingColumn=user, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-02-21 04:47:36.656 [http-nio-8080-exec-2] PropertyBinder - Building property user
[DEBUG] 2023-02-21 04:47:36.666 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2023-02-21 04:47:36.666 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for firstName
[DEBUG] 2023-02-21 04:47:36.666 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for gamertag
[DEBUG] 2023-02-21 04:47:36.667 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for lastName
[DEBUG] 2023-02-21 04:47:36.667 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2023-02-21 04:47:36.667 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for questArea
[DEBUG] 2023-02-21 04:47:36.667 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for questLevelRequirement
[DEBUG] 2023-02-21 04:47:36.668 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for questName
[DEBUG] 2023-02-21 04:47:36.668 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for questReward
[DEBUG] 2023-02-21 04:47:36.668 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for questXP
[DEBUG] 2023-02-21 04:47:36.668 [http-nio-8080-exec-2] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2023-02-21 04:47:36.673 [http-nio-8080-exec-2] PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [user]
[DEBUG] 2023-02-21 04:47:36.673 [http-nio-8080-exec-2] PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [quest]
[DEBUG] 2023-02-21 04:47:36.673 [http-nio-8080-exec-2] PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [favorite]
[DEBUG] 2023-02-21 04:47:36.674 [http-nio-8080-exec-2] CollectionSecondPass - Second pass for collection: questie.entity.User.favorites
[DEBUG] 2023-02-21 04:47:36.675 [http-nio-8080-exec-2] CollectionBinder - Binding a OneToMany: questie.entity.User.favorites through a foreign key
[DEBUG] 2023-02-21 04:47:36.676 [http-nio-8080-exec-2] CollectionBinder - Mapping collection: questie.entity.User.favorites -> Favorite
[DEBUG] 2023-02-21 04:47:36.697 [http-nio-8080-exec-2] TableBinder - Retrieving property questie.entity.Favorite.user
[DEBUG] 2023-02-21 04:47:36.697 [http-nio-8080-exec-2] CollectionSecondPass - Mapped collection key: user_id, one-to-many: questie.entity.Favorite
[DEBUG] 2023-02-21 04:47:36.698 [http-nio-8080-exec-2] InFlightMetadataCollectorImpl - Resolving reference to class: questie.entity.User
[DEBUG] 2023-02-21 04:47:36.707 [http-nio-8080-exec-2] InFlightMetadataCollectorImpl - Resolving reference to class: questie.entity.User
[DEBUG] 2023-02-21 04:47:36.883 [http-nio-8080-exec-2] SessionFactoryImpl - Building session factory
[DEBUG] 2023-02-21 04:47:36.925 [http-nio-8080-exec-2] Settings - SessionFactory name : null
[DEBUG] 2023-02-21 04:47:36.926 [http-nio-8080-exec-2] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2023-02-21 04:47:36.926 [http-nio-8080-exec-2] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2023-02-21 04:47:36.926 [http-nio-8080-exec-2] Settings - Statistics: disabled
[DEBUG] 2023-02-21 04:47:36.926 [http-nio-8080-exec-2] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2023-02-21 04:47:36.926 [http-nio-8080-exec-2] Settings - Default entity-mode: pojo
[DEBUG] 2023-02-21 04:47:36.926 [http-nio-8080-exec-2] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2023-02-21 04:47:36.926 [http-nio-8080-exec-2] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2023-02-21 04:47:36.935 [http-nio-8080-exec-2] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2023-02-21 04:47:36.935 [http-nio-8080-exec-2] Settings - Default batch fetch size: -1
[DEBUG] 2023-02-21 04:47:36.935 [http-nio-8080-exec-2] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Default null ordering: NONE
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - multi-tenancy strategy : NONE
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - JTA Track by Thread: enabled
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Query language substitutions: {}
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Named query checking : enabled
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Second-level cache: disabled
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Second-level query cache: disabled
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Second-level query cache factory: null
[DEBUG] 2023-02-21 04:47:36.936 [http-nio-8080-exec-2] Settings - Second-level cache region prefix: null
[DEBUG] 2023-02-21 04:47:36.937 [http-nio-8080-exec-2] Settings - Optimize second-level cache for minimal puts: disabled
[DEBUG] 2023-02-21 04:47:36.937 [http-nio-8080-exec-2] Settings - Structured second-level cache entries: disabled
[DEBUG] 2023-02-21 04:47:36.937 [http-nio-8080-exec-2] Settings - Second-level cache direct-reference entries: disabled
[DEBUG] 2023-02-21 04:47:36.942 [http-nio-8080-exec-2] Settings - Automatic eviction of collection cache: disabled
[DEBUG] 2023-02-21 04:47:36.942 [http-nio-8080-exec-2] Settings - JDBC batch size: 15
[DEBUG] 2023-02-21 04:47:36.942 [http-nio-8080-exec-2] Settings - JDBC batch updates for versioned data: enabled
[DEBUG] 2023-02-21 04:47:36.942 [http-nio-8080-exec-2] Settings - Scrollable result sets: enabled
[DEBUG] 2023-02-21 04:47:36.942 [http-nio-8080-exec-2] Settings - Wrap result sets: disabled
[DEBUG] 2023-02-21 04:47:36.943 [http-nio-8080-exec-2] Settings - JDBC3 getGeneratedKeys(): enabled
[DEBUG] 2023-02-21 04:47:36.943 [http-nio-8080-exec-2] Settings - JDBC result set fetch size: null
[DEBUG] 2023-02-21 04:47:36.943 [http-nio-8080-exec-2] Settings - Connection release mode: AFTER_TRANSACTION
[DEBUG] 2023-02-21 04:47:36.943 [http-nio-8080-exec-2] Settings - Generate SQL with comments: disabled
[DEBUG] 2023-02-21 04:47:36.943 [http-nio-8080-exec-2] Settings - JPA compliance - query : 
[DEBUG] 2023-02-21 04:47:36.943 [http-nio-8080-exec-2] Settings - JPA compliance - closed-handling : 
[DEBUG] 2023-02-21 04:47:36.943 [http-nio-8080-exec-2] Settings - JPA compliance - lists : 
[DEBUG] 2023-02-21 04:47:36.943 [http-nio-8080-exec-2] Settings - JPA compliance - transactions : 
[INFO ] 2023-02-21 04:47:37.245 [http-nio-8080-exec-2] beans - HHH10005002: No explicit CDI BeanManager reference was passed to Hibernate, but CDI is available on the Hibernate ClassLoader.
[DEBUG] 2023-02-21 04:47:37.320 [http-nio-8080-exec-2] SessionFactoryImpl - Session factory constructed with filter configurations : {}
[DEBUG] 2023-02-21 04:47:37.321 [http-nio-8080-exec-2] SessionFactoryImpl - Instantiating session factory with properties: {awt.toolkit=sun.awt.X11.XToolkit, java.specification.version=11, sun.cpu.isalist=, hibernate.c3p0.idle_test_period=3000, sun.jnu.encoding=UTF-8, hibernate.c3p0.min_size=5, sun.arch.data.model=64, java.vendor.url=https://ubuntu.com/, catalina.useNaming=true, openejb.provider.default=org.apache.tomee, sun.boot.library.path=/usr/lib/jvm/java-11-openjdk-amd64/lib, com.sun.management.jmxremote.ssl=false, sun.java.command=org.apache.catalina.startup.Bootstrap start, jdk.debug=release, java.specification.vendor=Oracle Corporation, java.naming.factory.url.pkgs=org.apache.naming:org.apache.openejb.core.ivm.naming, openejb.embedder.source=ServerListener, java.version.date=2022-10-18, java.home=/usr/lib/jvm/java-11-openjdk-amd64, ignore.endorsed.dirs=, file.separator=/, java.vm.compressedOopsMode=32-bit, line.separator=
